#SOCIAL
CharNoArg   You get everyone's attention, and tell them that you are Away From Window.
OthersNoArg $n is away from window, beep if you need $m!
End

#SOCIAL
Name        agree
CharNoArg   You seem to be in an agreeable mood.
OthersNoArg $n seems to agree.
CharFound   You agree with $M.
OthersFound $n agrees with $N.
VictFound   $n agrees with you.
CharAuto    Well I hope you would agree with yourself!
OthersAuto  $n agrees with $mself, of course.
End

#SOCIAL
Name        ahh
CharNoArg   Aaahhh!!! You FINALLY get it!
OthersNoArg Aaahhh!!! Now $n FINALLY understands!
CharFound   You look at $N and go Aaahhh!!!
OthersFound $n looks at $N and goes Aaahhh!!!
VictFound   $n looks at you and goes Aaahhh!!!
CharAuto    You nod to yourself and quietly say Aaahhh...
OthersAuto  $n nods to $mself and quietly says Aaahhh...
End

#SOCIAL
Name        aik
CharNoArg   AIK !
OthersNoArg $n yells 'AIK !'
CharFound   You look at $N in shock.
OthersFound $n looks at $N and yells 'AIK !'
VictFound   $n looks at you and yells 'AIK !'
CharAuto    You look at yourself and yells 'AIK !'
OthersAuto  $n points at $mself and yells 'AIK !'
End

#SOCIAL
Name        aintcleric
CharNoArg   You announce you are NOT a cleric. You do not Heal, Sanc or Summon!
OthersNoArg $n declares $e is NOT a cleric. $e does not Heal, Sanc or Summon!
CharFound   You tell $N you are NOT a cleric. You do not Heal, Sanc or Summon!
OthersFound $n tells $N that $e is NOT a cleric. $e cannot Heal, Sanc or Summon!
VictFound   $n informs you that $e is NOT a cleric. $e cannot Heal, Sanc or Summon!
CharAuto    Remember, You are NOT a Cleric! Repeat it a few times so it sinks in.
OthersAuto  $n mutters over and over 'I am NOT a Cleric!'
End

#SOCIAL
Name        aintmage
CharNoArg   You announce you are NOT a mage. You do not Portal, Haste or Paralyze!
OthersNoArg $n declares $e is NOT a mage. $e does not Portal, Haste or Paralyze!
CharFound   You tell $N you are NOT a mage. You do not Portal, Haste or Paralyze!
OthersFound $n tell $N that $e is NOT a mage. $e cannot Portal, Haste or Paralyze!
VictFound   $n informs you that $e is NOT a mage. $e cannot Portal, Haste or Paralyze!
CharAuto    Remember, You are NOT a mage! Repeat it a few times so it sinks in.
OthersAuto  $n mutters over and over 'I am NOT a mage!'
End

#SOCIAL
Name        aintpk
CharNoArg   You firmly annouce that you are NOT a pkiller!
OthersNoArg $n announces $e is NOT pk, and believes all pkillers should be shot on sight!
End

#SOCIAL
Name        amazed
CharNoArg   You stare in amazement.
OthersNoArg $n stares in amazement.
End

#SOCIAL
Name        ambush
CharNoArg   Yes, but who do you want to ambush?!?!?!?
OthersNoArg $n wonders who $e can ambush today.
CharFound   You lie in wait, and ambush $N, wrestling $M to the ground!
OthersFound $n hides in the shadows, ambushing $N, wrestling $M to the ground!
VictFound   $n jumps from the shadows, wrestling you to the ground!!
CharAuto    Why would you want ambush yourself??
End

#SOCIAL
Name        anger
CharNoArg   You feel adrenaline coursing in your veins as your anger rises
OthersNoArg $n is boiling with rage
CharFound   You get really reeeeally angry with $N
OthersFound $n gets really reaaaaaaaaaly angry with $N
VictFound   uh OH.. $n is reaaallllly angry with you. better 
CharAuto    You feel adrenaline coursing in your veins as your anger rises
OthersAuto  You see $n boiling with rage
End

#SOCIAL
Name        ankle
CharNoArg   You roll up your pant leg and show the wound where the squirrel bit you.
OthersNoArg $n rolls up $s pant leg and shows the wound where the squirrel bit $m.
CharFound   You roll up $N's pant leg to see where the squirrel bit $M.
OthersFound $n rolls up $N's pant leg to see where the squirrel bit $M.
VictFound   $n rolls up your pant leg to see where the squirrel bit you.
CharAuto    You roll up your pant leg and show where the squirrel bit you.
OthersAuto  $n rolls up $s pant leg and shows where the squirrel bit $m.
End

#SOCIAL
Name        annoy
CharNoArg   You try to annoy everyone in the room by tapping on their shoulders.
OthersNoArg $n tries to annoy everyone in the room by tapping on their shoulders.
CharFound   You try to annoy $N by running behind $M and tapping on $S shoulder.
OthersFound $n tries to annoy $N by running behind $M and tapping on $S shoulder.
VictFound   $n sneaks behind you and taps you on your shoulder.
CharAuto    You begin annoying yourself. Man you are a weirdo!
OthersAuto  $n begins annoying $mself. What a wierdo!
End

#SOCIAL
Name        answer
CharNoArg   You say, "I know the answer!"
OthersNoArg $n raises $s hand and says, "I KNOW!! I KNOW!! Call on ME!"
CharFound   You tell $M you know the answer!
OthersFound $n tells $N that $e knows the answer!
VictFound   $n tells you $e knows the answer!
CharAuto    You answer yourself!
OthersAuto  $n is asking and ANSWERING $s own questions..what's wrong with this picture?
End

#SOCIAL
Name        anticipation
CharNoArg   You wait in breathless anticip....pation.
OthersNoArg $n waits in breathless anticip..pation.
CharFound   You wait for $N in breathless anticip..pation.
OthersFound $n waits for $N in breathless anticip..pation.
VictFound   $n waits for you in breathless anticip..pation.
OthersAuto    
End

#SOCIAL
Name        anyprice
CharNoArg   You say, "I'll do anything for the right price."
OthersNoArg $n says, "I'll do anything for the right price."
CharFound   You look at $N with a grin and say, "I'll do it....for the right price!"
OthersFound $n looks at $N with a grin and says, "I'll do it....for the right price!"
VictFound   $n looks at you with a grin and says, "I'll do it....for the right price!"
CharAuto    You say, "I'll do anything for the right price."
OthersAuto  $n says, "I'll do anything for the right price."
End

#SOCIAL
Name        apologize
CharNoArg   You apologize for your behavior.
OthersNoArg $n apologizes for $s rude behavior.
CharFound   You apologize to $M.
OthersFound $n apologizes to $N.
VictFound   $n apologizes to you.
CharAuto    You apologize to yourself.
OthersAuto  $n apologizes to $mself.  Hmmmm.
End

#SOCIAL
Name        applaud
CharNoArg   Clap, clap, clap.
OthersNoArg $n gives a round of applause.
CharFound   You clap at $S actions.
OthersFound $n claps at $N's actions.
VictFound   $n gives you a round of applause.  You MUST'VE done something good!
CharAuto    You applaud at yourself.  Boy, are we conceited!
OthersAuto  $n applauds at $mself.  Boy, are we conceited!
End

#SOCIAL
Name        approve
CharNoArg   Sticking your a thumb up into the air, you show your approval.
OthersNoArg $n shows his approval by giving a thumbs up.
CharFound   You give a thumbs up to $m.
OthersFound $n gives a thumbs up to $n to show $s approval.
VictFound   $n gives you a thumbs up.
CharAuto    You show your approval at what you have done!
OthersAuto  $n pats himself on the back and gives a double thumbs up!
End

#SOCIAL
Name        argh
CharNoArg   Aaarrrrrrrrrrrrgggggggghhhhhhh!!
OthersNoArg $n goes: Argh!!
End

#SOCIAL
Name        aristippus
CharNoArg   You tell everyone how cool it is to exist solely for sensual gratification.
OthersNoArg $n goes off about the life of sensual gratification. $e sounds knowledgeable.
End

#SOCIAL
Name        aristotle
CharNoArg   You expound on the value of the individual, and being true to oneself.
OthersNoArg $n expounds on the value of the individual, and being true to oneself.
CharFound   You tell $N that $E, too, is valuable as an individual.
OthersFound $n coaxes $N to believe that $E, too, is valuable as an individual.
VictFound   $n tells you that you, too, are valuable as an individual.
CharAuto    You inhale deeply and mutter, "I'm okay" to yourself over and over.
OthersAuto  $n inhales deeply and mutters, "I'm okay" to $mself over and over.
End

#SOCIAL
Name        arrest
CharNoArg   You go around arresting everyone you see!
OthersNoArg $n goes around arresting everyone.
CharFound   You walk towards $N and arrest $M.
OthersFound $n walks towards $N and handcuffed him. What has $E done?
VictFound   $n walks towards you and placed a handcuff on you!
CharAuto    You arrested yourself!
OthersAuto  How righteous can someone get? Fancy arresting $Mself!
ObjSelf     You try to arrest $P...What has an item done to you?
ObjOthers   $n tries to arrest $P!
End

#SOCIAL
Name        arson
CharNoArg   You pull out your Bic and snicker maniacally.
OthersNoArg Uh oh, $n has that look in $s eyes again, better call the fire department!
CharFound   You lunge for $N with your trusty Bic.
OthersFound $n tried to set $N on fire, but just ended up burning $s fingers...AGAIN.
VictFound   Look out! $n is coming after you with $s lighter...AGAIN!
CharAuto    You light your Bic and start looking for a circus job as a firebreather.
OthersAuto  $n lights $s Bic and starts looking for a circus job as a firebreather.
End

#SOCIAL
Name        aura
CharNoArg   Your godly aura fills the room making all mortals cower in fear!!
OthersNoArg The godly presence of $n fills you with terrible fear and awe!!
End

#SOCIAL
Name        babble
CharNoArg   You babble endlessly.  
OthersNoArg $n babbles about green eggs and ham.
CharFound   You babble to $N for hours on end.
OthersFound $n babbles to $N for hours and hours and hours, just be glad it's not you!
VictFound   $n babbles at you.  You nod mechanically, hoping $e will shut up soon.
CharAuto    You babble on and on to yourself, FINALLY someone who LISTENS!!
OthersAuto  $n babbles to $mself, where are your imaginary friends when you need them?
End

#SOCIAL
Name        baffle
CharNoArg   You are completely baffled.
OthersNoArg $n has a completely baffled look on $s face.
End

#SOCIAL
Name        bah
CharNoArg   BAH!
OthersNoArg $n goes: Bah!
End

#SOCIAL
Name        banana
CharNoArg   You sit down and calmly peel a banana to eat.
OthersNoArg $n sits down and calmly peels a banana to eat.
CharFound   You peel a banana and share it with $N
OthersFound $n peels a banana and shares it with $N
VictFound   $n peels a banana and shares it with you
CharAuto    You sit down and calmly peel a banana to eat.
OthersAuto  $n sits down and calmly peels a banana to eat.
End

#SOCIAL
Name        banner
CharNoArg   You raise your banner and sound the charge.
OthersNoArg $n waves $s war banner about.
CharFound   You wave your banner at $M .
OthersFound $n waves $s war banner about.
VictFound   $n waves $s war banner threateningly at you.
CharAuto    Why?
OthersAuto  $n waves $s war banner about.
End

#SOCIAL
Name        banzai
CharNoArg   BAAAAAANNNNZZZZZAAAAAIIIIII!!!! CHARGE! SSSPPPOOOOOONNN!!!!!
OthersNoArg $n charges around, screaming 'BAAAAAAANNNNNNZZZZZAAAAAIIIIIII!!!!'
End

#SOCIAL
Name        bark
CharNoArg   You bark like a big dog, 'woof woof.'
OthersNoArg $n barks like a dog, 'woof woof'.
CharFound   You bark at $N, 'arf arf.'  $N tells you 'No, $n, bark like a big dog!'
OthersFound $n barks at $N, 'arf arf.'  $N tells $m 'No, $n, bark like a big dog!'
VictFound   $n barks at you, 'arf arf.'  You tell $n 'No, $n, bark like a big dog!'
CharAuto    You bark at yourself....time for the rabies shot?
OthersAuto  $n barks at $mself....time for a rabies shot?
End

#SOCIAL
Name        barney
CharNoArg   You pull on your Barney suit, and go terrorizing the neighborhood.
OthersNoArg Run, Run! It's Barney!!!
CharFound   You whip out your Barney suit, and try to give $N a big HUG!
OthersFound Oh NO!  It's BARNEY, and he wants to be $N's FRIEND!!!
VictFound   $n gets a big purple suit out from no where, and starts trying to hug you!
CharAuto    You skip down the road, hand in hand with Barney, that big purple dinosaur.
OthersAuto  $n skips down the road, hand in hand with Barney, that big purple dinosaur.
End

#SOCIAL
Name        bass
CharNoArg   You whip out your bass and start thumping out a Pumpkins riff.
OthersNoArg $n whips out $s bass and starts thumping a Pumpkins riff.
End

#SOCIAL
Name        bathroom
CharNoArg   You tell everyone you need to go to the restroom.
OthersNoArg By the way $n is dancing around, you can tell $e needs to go to the restroom.
End

#SOCIAL
Name        bbl
CharNoArg   You announce that you will be back later.
OthersNoArg $n announces that $e'll be back later.
CharFound   You inform $M that you will be back later.
OthersFound $n informs $N that $e will be back later
VictFound   $n informs you that $e will be back later
CharAuto    You mumble to yourself that you'll be back later.
OthersAuto  $n mumbles to $mself that $e'll be back later.
End

#SOCIAL
Name        beam
CharNoArg   A bluebird lands on your shoulder as you beam happily at nothing in particular.
OthersNoArg $n becomes one with the world as $e beams at nothing in particular.
CharFound   You beam a happy smile at $N
OthersFound $n must like $N a great deal to smile so broadly at $M
VictFound   $n must really like you to beam at you like that!
CharAuto    You beam a smile toward yourself. Narcissus would be proud.
OthersAuto  $n beams broadly at $mself, $e must really be in love with $mself.
End

#SOCIAL
Name        beans
CharNoArg   You suck up some helium and begin to sing.
OthersNoArg $n sucks helium and sings, "Beans, beans..."
End

#SOCIAL
Name        bearhug
CharNoArg   You hug a grizzly bear.
OthersNoArg $n hugs a flea-infested grizzly bear.
CharFound   You bearhug $M.
OthersFound $n bearhugs $N.  Some ribs break.
VictFound   $n bearhugs you.  Wonder what's coming next?
CharAuto    You bearhug yourself.
OthersAuto  $n bearhugs $mself.
End

#SOCIAL
Name        beat
CharNoArg   You throw your fists wildly.  What are you trying to hit?
OthersNoArg $n throws $s fists around wildly.  Quick RUN!
CharFound   You slug the hell out of $N.
OthersFound $n kicks $N to a bloody pulp.  Hey man dont leave too many bruises!
VictFound   $n beats the hell out of you.  Blood flies everywhere!  What did you do?
CharAuto    You beat the hell out of yourself.........OUCH!
OthersAuto  You watch in disgust as $n hits $mself.  Man is $e destructive!
End

#SOCIAL
Name        bed
CharNoArg   You head off to bed.             
OthersNoArg $n is heading off to bed.        
CharFound   You tuck $M into bed.            
OthersFound $n tucks $N into bed.            
VictFound   $n tucks you into bed.           
CharAuto    You tuck yourself into bed.      
OthersAuto  $n tucks $m self into bed.       
End

#SOCIAL
Name        beef
CharNoArg   you flex your muscles, shake your head and scream BEEEFCAAAKE!
OthersNoArg $n flexes $s muscles and screams BEEEFCAAAKE!
End

#SOCIAL
Name        beegee
CharNoArg   You put on your 70's bellbottoms and head for the dance floor.
OthersNoArg $n starts singing, 'Stayin alive, stayin alive, ah, ah, ah, ah, stayin alive'
End

#SOCIAL
Name        beer
CharNoArg   You down a cold, frosty beer.
OthersNoArg $n downs a cold, frosty beer.
CharFound   You draw a cold, frosty beer for $N.
OthersFound $n draws a cold, frosty beer for $N.
VictFound   $n draws a cold, frosty beer for you.
CharAuto    You draw yourself a beer.
OthersAuto  $n draws $mself a beer.
End

#SOCIAL
Name        beg
CharNoArg   You beg the gods for mercy.
OthersNoArg The gods fall down laughing at $n's request for mercy.
CharFound   You desperately try to squeeze a few coins from $M.
OthersFound $n begs $N for a gold piece!
VictFound   $n begs you for money.
CharAuto    Begging yourself for money doesn't help.
OthersAuto  $n begs himself for money.
End

#SOCIAL
Name        behead
CharNoArg   You look around for some heads to cut off.
OthersNoArg $n looks around for some heads to cut off.
CharFound   You grin evilly at $N and brandish your weapon.
OthersFound $n grins evilly at $N, while branding $s weapon!
VictFound   $n grins evilly at you, brandishing $s weapon.
CharAuto    I really don't think you want to do that...
OthersAuto  $n is so desperate for exp that $e tries to decapitate $mself!
End

#SOCIAL
Name        belittle
CharNoArg   Find someone inferior to you first!
OthersNoArg What's $n's problem?
CharFound   You belittle $N, who hangs $S head in shame.
OthersFound $n belittles $N, who hangs $S head in shame.
VictFound   $n belittles you... You must feel terrible now after taking that abuse.
CharAuto    Are you insane?
OthersAuto  Pack his bags for him, $n is off to the nut house.
End

#SOCIAL
Name        best
CharNoArg   You shout proudly, "I'm the best there was, the best there is, and the best there ever will be!!"
OthersNoArg $n shouts proudly, "I'm the best there was, the best there is, and the best there ever will be!!"
End

#SOCIAL
Name        better
CharNoArg   You start to sing, "Anything you can do I can do better..."
OthersNoArg $n starts to sing, "Anything you can do I can do better..."
CharFound   You look at $N and sing to $M, "Anything you can do I can do better..."
OthersFound $n looks at $N and sings, "Anything $e can do I can do better..."
VictFound   $n looks at you and sings, "Anything you can do I can do better..."
CharAuto    You try to top yourself and sing, "Anything I can do I can do better..."  
OthersAuto  $n tries to top $mself and sings, "Anything I can do I can do better..."
End

#SOCIAL
Name        bglare
CharNoArg   You look around intently, searching for someone to glare at.
OthersNoArg $n doesn't look very happy right now. Better not irritate $m right now.
CharFound   You glare angrily at $N while your eyes blaze with a seething fury.
OthersFound $n is glaring at $N right now. Boy, are you lucky you didn't irritate $m today.
VictFound   $n's eyes blaze with fire as $e glares hard at you. Gulp....
CharAuto    You try glaring at yourself but give up after you start to get double vision.
OthersAuto  $n has a cross-eyed angry look on $s face. Hope its not contagious.
End

#SOCIAL
Name        bigmouth
CharNoArg   You whisper "big mouth" under your breath.
OthersNoArg $n whispers "big mouth" under $s breath.
CharFound   You call $N a big mouth.
OthersFound $n tells $N that $E has a big mouth and should shut up.
VictFound   $n tells you that you have a big mouth and should shut up.
CharAuto    You realize that you have a big mouth and should shut up.
OthersAuto  $n realizes that $e has a big mouth.
End

#SOCIAL
Name        bignod
CharNoArg   You nod your head repeatedly until you start to get dizzy.
OthersNoArg $n nods $s head repeatedly until you wonder if it might fall off.
CharFound   You nod your head repeatedly at $N until your eyes wobble.
OthersFound $n nods at $N again and again until $s balance seems uncertain.
VictFound   $n nods at you repeatedly until $s balance seems uncertain.
CharAuto    You nod your head repeatedly until you start to get dizzy.
OthersAuto  $n nods $s head repeatedly until you wonder if it might fall off.
End

#SOCIAL
Name        bip
CharNoArg   You lightly touch yourself.  How strange ...
OthersNoArg It seems $n is lightly touching $mself
CharFound   You say, 'Bip! you're it!' as you poke $N.
OthersFound $n says, 'Bip! you're it!' as $e pokes $N.
VictFound   $n pokes you and says, 'Bip! your it!'
CharAuto    You start screaming 'Bip! I'm it!  Bip! I'm it'
OthersAuto  $n starts poking $mself and yelling 'Bip! I'm it'
End

#SOCIAL
Name        bird
CharNoArg   You flip the bird.
OthersNoArg $n flips the bird!
CharFound   You flip $N off! :p
OthersFound $n just flipped $N off!
VictFound   $n just flipped you off! What an asshole!
CharAuto    You give yourself the finger.
OthersAuto  $n gives himself the finger. Can we say "Wacko"?
End

#SOCIAL
Name        bite
CharNoArg   You glance around, looking for something to gnaw on.
OthersNoArg $n glances around, looking for something to gnaw on.
CharFound   You bite $N on the neck.
OthersFound $n bites $N on the neck.
VictFound   $n bites you on the neck.
End

#SOCIAL
Name        bkiss
CharNoArg   Blow a kiss to whom?
OthersNoArg $n blows at $s hand.
CharFound   You blow a kiss to $M.
OthersFound $n blows a kiss to $N.  Touching, ain't it?
VictFound   $n blows a kiss to you.  Not as good as a real one, huh?
CharAuto    You blow a kiss to yourself.
OthersAuto  $n blows a kiss to $mself.  Weird.
End

#SOCIAL
Name        bkl
CharNoArg   Beat that BAD KL.
OthersNoArg $n beat's all the BAD KLs for adding bad shit to the libs.
End

#SOCIAL
Name        blanket
CharNoArg   You curl up comfortably in your blue, warm, furry, blanket and promptly fall asleep.
OthersNoArg You watch enviously as $n curls up comfortably in $s blue, warm, furry, blanket and slips into a peaceful slumber.
CharAuto    You curl up comfortably in your blue, warm, furry, blanket and promptly fall asleep.
OthersAuto  You watch enviously as $n curls up comfortably in $s blue, warm, furry, blanket and slips into a peaceful slumber.
End

#SOCIAL
Name        blaugh
CharNoArg   Hahahahahahahaheheheheheehohohohohoho!!!!! That was funny!
OthersNoArg $n doubles over in a big belly laugh, that must have been funny!
End

#SOCIAL
Name        blaze
CharNoArg   Your eyes blaze with sudden and ominous anger.
OthersNoArg $n 's eyes blaze with sudden and ominous anger.
End

#SOCIAL
Name        bleat
CharNoArg   Mmmmmmmmmmmaaaaaaaaaaaaaaaahhhhhhhhhhhhhhhhh!!!!!!!!!!!!
OthersNoArg $n bleats like a sheep. Look out Flossy!!
End

#SOCIAL
Name        bleed
CharNoArg   You bleed all over the room!
OthersNoArg $n bleeds all over the room!  Get out of $s way!
CharFound   You bleed all over $M!
OthersFound $n bleeds all over $N.  Better leave, you may be next!
VictFound   $n bleeds all over you!  YUCK!
CharAuto    You bleed all over yourself!
OthersAuto  $n bleeds all over $mself.
End

#SOCIAL
Name        blink
CharNoArg   You blink in utter disbelief.
OthersNoArg $n blinks in utter disbelief.
CharFound   You blink at $M in confusion.
OthersFound $n blinks at $N in confusion.
VictFound   $n blinks at you in confusion.
CharAuto    You are sooooooooooooo confused
OthersAuto  $n blinks at $mself in complete confusion.
End

#SOCIAL
Name        blownose
CharNoArg   You blow your nose loudly.
OthersNoArg $n blows $s nose loudly.
CharFound   You blow your nose on $S shirt.
OthersFound $n blows $s nose on $N's shirt.
VictFound   $n blows $s nose on your shirt.
CharAuto    You blow your nose on your shirt.
OthersAuto  $n blows $s nose on $s shirt.
End

#SOCIAL
Name        blush
CharNoArg   Your cheeks are &Rburning&D!
OthersNoArg $n &Rblushes&D.
CharFound   $n &Rblushes&D as $e sees $N here.
OthersFound $n &Rblushes&D as $e sees $N here.
VictFound   $n &Rblushes&D as $e sees you here. Such an effect on people!
CharAuto    You &Rblush&D at your own folly.
OthersAuto  $n &Rblushes&D as $e notices $s boo-boo.
ObjSelf     You &Rblush&D at the sight of $P.
ObjOthers   $n &Rblushes&D when $e sees $P.
End

#SOCIAL
Name        bnod
CharNoArg   You nod so wildly that you twist your neck.
OthersNoArg $n nods very wildly until you hear a loud SNAP. Someone call 911 quick!.
CharFound   You nod wildly in agreement with $N.
OthersFound $n is nodding wildly at $N. Hmm...could have sworn you heard something snap??
VictFound   $n is nodding wildly at you. Better get $m a neckbrace...$e's going to need one.
CharAuto    You nod wildly in agreement with yourself.
OthersAuto  $n is nodding wildly. Must be doing a new headbanger dance.
End

#SOCIAL
Name        boast
CharNoArg   You boast about your impressive conquests.
OthersNoArg $n boasts about $s impressive conquests.
CharFound   You boast about you past deeds to $M.
OthersFound $n boasts about $s past deeds to $N.
VictFound   $n boasts about $s past deeds to you.
CharAuto    You boast to yourself about your glorious deeds.
OthersAuto  $n boasts to $mself about $s glorious deeds.  (Quite annoying...)
End

#SOCIAL
Name        boasteight
CharNoArg   You tell your admirers how you polished off a thousand rooms last night!
OthersNoArg $n tells you how $e wrote a thousand rooms in a night - and the mobs too!
End

#SOCIAL
Name        boastfive
CharNoArg   You kicked in the door, only to find fifteen fire elementals waiting for you!
OthersNoArg $n tells the room about how $s hairstyle was ruined by a fire elemental...
CharFound   You tell $N about the fifteen fire elementals - $E looks impressed!
OthersFound $n tells $N some likely saga about a fire elemental.
VictFound   Won't $n ever shut up about that damned fire elemental?
CharAuto    Why boast to yourself noncebrain?
OthersAuto  $n tells $mself a load of bull.
End

#SOCIAL
Name        boastfour
CharNoArg   There were enfans everywhere, you musta killed at least ten yellow ones!
OthersNoArg $n tells everyone how $e ran away from the very gates of Orshingal.
CharFound   You tell $N about killing fifty enfans in a single battle!
OthersFound $n tells $N about how $e slaughtered a blue enfan, from behind!
VictFound   $n tells you about how $e almost died fighting a blue enfan!
CharAuto    Why boast to yourself noncebrain?
OthersAuto  $n tells $mself a load of bull.
End

#SOCIAL
Name        boastnine
CharNoArg   You tell everyone about how you restructured the entire code - in a week!
OthersNoArg $n tells you about rewriting the code, in a week - Geez - what a guy!
End

#SOCIAL
Name        boastone
CharNoArg   You start to tell the tale about the ambush with the three goblins last week.
OthersNoArg $n tells some crap about a few weedy goblins attacking $m.
CharFound   You tell $N about being attacked by a small army of goblins.
OthersFound $n tells $N a very unlikely tale about goblins.
VictFound   $n tells you about how $e fought off a hundred goblins - wow - what a hero!
CharAuto    Why boast to yourself noncebrain?
OthersAuto  $n tells $mself a load of bull.
End

#SOCIAL
Name        boastseven
CharNoArg   You tell everyone how you wrote six socials in a week - WOW!
OthersNoArg $n tells everyone how it took a month to write one social...
End

#SOCIAL
Name        boastsix
CharNoArg   It was like this... Elfeater, Great White and Fiero, at the same time...
OthersNoArg $n tells you about how $e saw the Elfeater once and ran like crap!
CharFound   You tell $N about killing the Elfeater, Great White and Fiero together...
OthersFound $n tells $N some crap about the Elfeater - $e is all talk and no do!
VictFound   $n tells you about how $e has trouble spelling Elfeater...
CharAuto    Why boast to yourself noncebrain?
OthersAuto  $n tells $mself a load of bull.
End

#SOCIAL
Name        boastthree
CharNoArg   You tell the room about how you cleared out OT - alone, with no eq.
OthersNoArg $n tells a story about killing a broken legged lamia.
CharFound   You tell $N about your trip into OT - cleared the place out - easy life.
OthersFound $n tells $N about how $e managed to kill a lamia - real tuff nut!
VictFound   $n tells you about how $e managed to beat up a lamia - been there, done that!
CharAuto    Why boast to yourself noncebrain?
OthersAuto  $n tells $mself a load of bull.
End

#SOCIAL
Name        boasttwo
CharNoArg   You tell the room about the eleven Quicklings you killed on your own!
OthersNoArg $n tells some tale about killing a few wussy Quicklings.
CharFound   You tell $N there were hundreds of 'em - Quicklings in all directions...
OthersFound $n tells $N about the Quickling children $e massacred in cold blood.
VictFound   $n tells you about a few Quicklings $e killed, $e must be real tough...
CharAuto    Why boast to yourself noncebrain?
OthersAuto  $n tells $mself a load of bull.
End

#SOCIAL
Name        boggle
CharNoArg   You boggle in complete incomprehension.
OthersNoArg $n boggles in complete incomprehension.
CharFound   You boggle in complete incomprehension of $S actions.
OthersFound $n boggles in complete incomprehension of $N's actions.
VictFound   $n boggles in complete incomprehension of your actions.
CharAuto    You boggle in complete incomprehension of your own actions.  Confused?
OthersAuto  $n boggles, plain and simple.
End

#SOCIAL
Name        bonk
CharNoArg   You look around for noggins to knock.
OthersNoArg $n glances around for a noggin to knock.
CharFound   You bonk $N on the head.
OthersFound $n bonks $N on the head.
VictFound   $n bonks you on the head!
CharAuto    You pound yourself silly.
OthersAuto  $n pounds $mself silly.
End

#SOCIAL
Name        booger
CharNoArg   You pick your nose.
OthersNoArg $n picks $s nose! Ick.
CharFound   You pick your nose and wipe it on $N! Hehehe. :p
